DEPARTAMENTO,MUNICIPIO,DEPTO,MUNICIPIO_CODE,DIVIPOLA
CHOCO,CONDOTO,27,205,27205
CHOCO,EL CARMEN DE ATRATO,27,245,27245
CHOCO,EL LITORAL DEL SAN JUAN,27,250,27250
CHOCO,ISTMINA,27,361,27361
CHOCO,JURADÓ,27,372,27372
CHOCO,LLORÓ,27,413,27413
CHOCO,MEDIO ATRATO,27,425,27425
CHOCO,MEDIO BAUDÓ,27,430,27430
CHOCO,MEDIO SAN JUAN,27,450,27450
CHOCO,NÓVITA,27,491,27491
CHOCO,NUQUÍ,27,495,27495
CHOCO,RÍO IRO,27,580,27580
CHOCO,RÍO QUITO,27,600,27600
CHOCO,RIOSUCIO,27,615,27615
CHOCO,SAN JOSÉ DEL PALMAR,27,660,27660
CHOCO,SIPÍ,27,745,27745
CHOCO,TADÓ,27,787,27787
CHOCO,UNGUÍA,27,800,27800
CHOCO,UNIÓN PANAMERICANA,27,810,27810
HUILA,NEIVA,41,1,41001
HUILA,ACEVEDO,41,6,41006
HUILA,AGRADO,41,13,41013
HUILA,AIPE,41,16,41016
HUILA,ALGECIRAS,41,20,41020
HUILA,ALTAMIRA,41,26,41026
HUILA,BARAYA,41,78,41078
HUILA,CAMPOALEGRE,41,132,41132
HUILA,COLOMBIA,41,206,41206
HUILA,ELÍAS,41,244,41244
HUILA,GARZÓN,41,298,41298
HUILA,GIGANTE,41,306,41306
HUILA,GUADALUPE,41,319,41319
HUILA,HOBO,41,349,41349
HUILA,IQUIRA,41,357,41357
HUILA,ISNOS,41,359,41359
HUILA,LA ARGENTINA,41,378,41378
HUILA,LA PLATA,41,396,41396
HUILA,NÁTAGA,41,483,41483
HUILA,OPORAPA,41,503,41503
HUILA,PAICOL,41,518,41518
HUILA,PALERMO,41,524,41524
HUILA,PALESTINA,41,530,41530
HUILA,PITAL,41,548,41548
HUILA,PITALITO,41,551,41551
HUILA,RIVERA,41,615,41615
HUILA,SALADOBLANCO,41,660,41660
HUILA,SAN AGUSTÍN,41,668,41668
HUILA,SANTA MARÍA,41,676,41676
HUILA,SUAZA,41,770,41770
HUILA,TARQUI,41,791,41791
HUILA,TESALIA,41,797,41797
HUILA,TELLO,41,799,41799
HUILA,TERUEL,41,801,41801
HUILA,TIMANÁ,41,807,41807
HUILA,VILLAVIEJA,41,872,41872
HUILA,YAGUARÁ,41,885,41885
LA GUAJIRA,RIOHACHA,44,1,44001
LA GUAJIRA,ALBANIA,44,35,44035
LA GUAJIRA,BARRANCAS,44,78,44078
LA GUAJIRA,DIBULLA,44,90,44090
LA GUAJIRA,DISTRACCIÓN,44,98,44098
LA GUAJIRA,EL MOLINO,44,110,44110
LA GUAJIRA,FONSECA,44,279,44279
LA GUAJIRA,HATONUEVO,44,378,44378
LA GUAJIRA,LA JAGUA DEL PILAR,44,420,44420
LA GUAJIRA,MAICAO,44,430,44430
LA GUAJIRA,MANAURE,44,560,44560
LA GUAJIRA,SAN JUAN DEL CESAR,44,650,44650
LA GUAJIRA,URIBIA,44,847,44847
LA GUAJIRA,URUMITA,44,855,44855
LA GUAJIRA,VILLANUEVA,44,874,44874
MAGDALENA,SANTA MARTA,47,1,47001
MAGDALENA,ALGARROBO,47,30,47030
MAGDALENA,ARACATACA,47,53,47053
MAGDALENA,ARIGUANÍ,47,58,47058
MAGDALENA,CERRO SAN ANTONIO,47,161,47161
MAGDALENA,CHIBOLO,47,170,47170
MAGDALENA,CIÉNAGA,47,189,47189
MAGDALENA,CONCORDIA,47,205,47205
MAGDALENA,EL BANCO,47,245,47245
MAGDALENA,EL PIÑON,47,258,47258
MAGDALENA,EL RETÉN,47,268,47268
MAGDALENA,FUNDACIÓN,47,288,47288
MAGDALENA,GUAMAL,47,318,47318
MAGDALENA,NUEVA GRANADA,47,460,47460
MAGDALENA,PEDRAZA,47,541,47541
MAGDALENA,PIJIÑO DEL CARMEN,47,545,47545
MAGDALENA,PIVIJAY,47,551,47551
MAGDALENA,PLATO,47,555,47555
MAGDALENA,PUEBLOVIEJO,47,570,47570
MAGDALENA,REMOLINO,47,605,47605
MAGDALENA,SABANAS DE SAN ANGEL,47,660,47660
MAGDALENA,SALAMINA,47,675,47675
MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,47,692,47692
MAGDALENA,SAN ZENÓN,47,703,47703
MAGDALENA,SANTA ANA,47,707,47707
MAGDALENA,SANTA BÁRBARA DE PINTO,47,720,47720
MAGDALENA,SITIONUEVO,47,745,47745
MAGDALENA,TENERIFE,47,798,47798
MAGDALENA,ZAPAYÁN,47,960,47960
MAGDALENA,ZONA BANANERA,47,980,47980
META,VILLAVICENCIO,50,1,50001
META,ACACÍAS,50,6,50006
META,BARRANCA DE UPÍA,50,110,50110
META,CABUYARO,50,124,50124
META,CASTILLA LA NUEVA,50,150,50150
META,CUBARRAL,50,223,50223
META,CUMARAL,50,226,50226
META,EL CALVARIO,50,245,50245
META,EL CASTILLO,50,251,50251
META,EL DORADO,50,270,50270
META,FUENTE DE ORO,50,287,50287
META,GRANADA,50,313,50313
META,GUAMAL,50,318,50318
META,MAPIRIPÁN,50,325,50325
META,MESETAS,50,330,50330
META,LA MACARENA,50,350,50350
META,URIBE,50,370,50370
META,LEJANÍAS,50,400,50400
META,PUERTO CONCORDIA,50,450,50450
META,PUERTO GAITÁN,50,568,50568
META,PUERTO LÓPEZ,50,573,50573
META,PUERTO LLERAS,50,577,50577
META,PUERTO RICO,50,590,50590
META,RESTREPO,50,606,50606
META,SAN CARLOS DE GUAROA,50,680,50680
META,SAN JUAN DE ARAMA,50,683,50683
META,SAN JUANITO,50,686,50686
META,SAN MARTÍN,50,689,50689
META,VISTAHERMOSA,50,711,50711
NARIÑO,PASTO,52,1,52001
NARIÑO,ALBÁN,52,19,52019
NARIÑO,ALDANA,52,22,52022
NARIÑO,ANCUYÁ,52,36,52036
NARIÑO,ARBOLEDA,52,51,52051
NARIÑO,BARBACOAS,52,79,52079
NARIÑO,BELÉN,52,83,52083
NARIÑO,BUESACO,52,110,52110
NARIÑO,COLÓN,52,203,52203
NARIÑO,CONSACA,52,207,52207
NARIÑO,CONTADERO,52,210,52210
NARIÑO,CÓRDOBA,52,215,52215
NARIÑO,CUASPUD,52,224,52224
NARIÑO,CUMBAL,52,227,52227
NARIÑO,CUMBITARA,52,233,52233
NARIÑO,CHACHAGÜÍ,52,240,52240
NARIÑO,EL CHARCO,52,250,52250
NARIÑO,EL PEÑOL,52,254,52254
NARIÑO,EL ROSARIO,52,256,52256
NARIÑO,EL TABLÓN DE GÓMEZ,52,258,52258
NARIÑO,EL TAMBO,52,260,52260
NARIÑO,FUNES,52,287,52287
NARIÑO,GUACHUCAL,52,317,52317
NARIÑO,GUAITARILLA,52,320,52320
NARIÑO,GUALMATÁN,52,323,52323
NARIÑO,ILES,52,352,52352
NARIÑO,IMUÉS,52,354,52354
NARIÑO,IPIALES,52,356,52356
NARIÑO,LA CRUZ,52,378,52378
NARIÑO,LA FLORIDA,52,381,52381
NARIÑO,LA LLANADA,52,385,52385
NARIÑO,LA TOLA,52,390,52390
NARIÑO,LA UNIÓN,52,399,52399
NARIÑO,LEIVA,52,405,52405
NARIÑO,LINARES,52,411,52411
NARIÑO,LOS ANDES,52,418,52418
NARIÑO,MAGÜI,52,427,52427
NARIÑO,MALLAMA,52,435,52435
NARIÑO,MOSQUERA,52,473,52473
NARIÑO,NARIÑO,52,480,52480
NARIÑO,OLAYA HERRERA,52,490,52490
NARIÑO,OSPINA,52,506,52506
NARIÑO,FRANCISCO PIZARRO,52,520,52520
NARIÑO,POLICARPA,52,540,52540
NARIÑO,POTOSÍ,52,560,52560
NARIÑO,PROVIDENCIA,52,565,52565
NARIÑO,PUERRES,52,573,52573
NARIÑO,PUPIALES,52,585,52585
NARIÑO,RICAURTE,52,612,52612
NARIÑO,ROBERTO PAYÁN,52,621,52621
NARIÑO,SAMANIEGO,52,678,52678
NARIÑO,SANDONÁ,52,683,52683
NARIÑO,SAN BERNARDO,52,685,52685
NARIÑO,SAN LORENZO,52,687,52687
NARIÑO,SAN PABLO,52,693,52693
NARIÑO,SAN PEDRO DE CARTAGO,52,694,52694
NARIÑO,SANTA BÁRBARA,52,696,52696
NARIÑO,SANTACRUZ,52,699,52699
NARIÑO,SAPUYES,52,720,52720
NARIÑO,TAMINANGO,52,786,52786
NARIÑO,TANGUA,52,788,52788
NARIÑO,TUMACO,52,835,52835
NARIÑO,TÚQUERRES,52,838,52838
NARIÑO,YACUANQUER,52,885,52885
NORTE DE SANTANDER,CÚCUTA,54,1,54001
NORTE DE SANTANDER,ABREGO,54,3,54003
NORTE DE SANTANDER,ARBOLEDAS,54,51,54051
NORTE DE SANTANDER,BOCHALEMA,54,99,54099
NORTE DE SANTANDER,BUCARASICA,54,109,54109
NORTE DE SANTANDER,CÁCOTA,54,125,54125
NORTE DE SANTANDER,CACHIRÁ,54,128,54128
NORTE DE SANTANDER,CHINÁCOTA,54,172,54172
NORTE DE SANTANDER,CHITAGÁ,54,174,54174
NORTE DE SANTANDER,CONVENCIÓN,54,206,54206
NORTE DE SANTANDER,CUCUTILLA,54,223,54223
NORTE DE SANTANDER,DURANIA,54,239,54239
NORTE DE SANTANDER,EL CARMEN,54,245,54245
NORTE DE SANTANDER,EL TARRA,54,250,54250
NORTE DE SANTANDER,EL ZULIA,54,261,54261
NORTE DE SANTANDER,GRAMALOTE,54,313,54313
NORTE DE SANTANDER,HACARÍ,54,344,54344
NORTE DE SANTANDER,HERRÁN,54,347,54347
NORTE DE SANTANDER,LABATECA,54,377,54377
NORTE DE SANTANDER,LA ESPERANZA,54,385,54385
NORTE DE SANTANDER,LA PLAYA,54,398,54398
NORTE DE SANTANDER,LOS PATIOS,54,405,54405
NORTE DE SANTANDER,LOURDES,54,418,54418
NORTE DE SANTANDER,MUTISCUA,54,480,54480
NORTE DE SANTANDER,OCAÑA,54,498,54498
NORTE DE SANTANDER,PAMPLONA,54,518,54518
NORTE DE SANTANDER,PAMPLONITA,54,520,54520
NORTE DE SANTANDER,PUERTO SANTANDER,54,553,54553
NORTE DE SANTANDER,RAGONVALIA,54,599,54599
NORTE DE SANTANDER,SALAZAR,54,660,54660
NORTE DE SANTANDER,SAN CALIXTO,54,670,54670
NORTE DE SANTANDER,SAN CAYETANO,54,673,54673
NORTE DE SANTANDER,SANTIAGO,54,680,54680
NORTE DE SANTANDER,SARDINATA,54,720,54720
NORTE DE SANTANDER,SILOS,54,743,54743
NORTE DE SANTANDER,TEORAMA,54,800,54800
NORTE DE SANTANDER,TIBÚ,54,810,54810
NORTE DE SANTANDER,TOLEDO,54,820,54820
NORTE DE SANTANDER,VILLA CARO,54,871,54871
NORTE DE SANTANDER,VILLA DEL ROSARIO,54,874,54874
QUINDIO,ARMENIA,63,1,63001
QUINDIO,BUENAVISTA,63,111,63111
QUINDIO,CALARCA,63,130,63130
QUINDIO,CIRCASIA,63,190,63190
QUINDIO,CÓRDOBA,63,212,63212
QUINDIO,FILANDIA,63,272,63272
QUINDIO,GÉNOVA,63,302,63302
QUINDIO,LA TEBAIDA,63,401,63401
QUINDIO,MONTENEGRO,63,470,63470
QUINDIO,PIJAO,63,548,63548
QUINDIO,QUIMBAYA,63,594,63594
QUINDIO,SALENTO,63,690,63690
RISARALDA,PEREIRA,66,1,66001
RISARALDA,APÍA,66,45,66045
RISARALDA,BALBOA,66,75,66075
RISARALDA,BELÉN DE UMBRÍA,66,88,66088
RISARALDA,DOSQUEBRADAS,66,170,66170
RISARALDA,GUÁTICA,66,318,66318
RISARALDA,LA CELIA,66,383,66383
RISARALDA,LA VIRGINIA,66,400,66400
RISARALDA,MARSELLA,66,440,66440
RISARALDA,MISTRATÓ,66,456,66456
RISARALDA,PUEBLO RICO,66,572,66572
RISARALDA,QUINCHÍA,66,594,66594
RISARALDA,SANTA ROSA DE CABAL,66,682,66682
RISARALDA,SANTUARIO,66,687,66687
SANTANDER,BUCARAMANGA,68,1,68001
SANTANDER,AGUADA,68,13,68013
SANTANDER,ALBANIA,68,20,68020
SANTANDER,ARATOCA,68,51,68051
SANTANDER,BARBOSA,68,77,68077
SANTANDER,BARICHARA,68,79,68079
SANTANDER,BARRANCABERMEJA,68,81,68081
SANTANDER,BETULIA,68,92,68092
SANTANDER,BOLÍVAR,68,101,68101
SANTANDER,CABRERA,68,121,68121
SANTANDER,CALIFORNIA,68,132,68132
SANTANDER,CAPITANEJO,68,147,68147
SANTANDER,CARCASÍ,68,152,68152
SANTANDER,CEPITÁ,68,160,68160
SANTANDER,CERRITO,68,162,68162
SANTANDER,CHARALÁ,68,167,68167
SANTANDER,CHARTA,68,169,68169
SANTANDER,CHIMA,68,176,68176
SANTANDER,CHIPATÁ,68,179,68179
SANTANDER,CIMITARRA,68,190,68190
SANTANDER,CONCEPCIÓN,68,207,68207
SANTANDER,CONFINES,68,209,68209
SANTANDER,CONTRATACIÓN,68,211,68211
SANTANDER,COROMORO,68,217,68217
SANTANDER,CURITÍ,68,229,68229
SANTANDER,EL CARMEN DE CHUCURÍ,68,235,68235
SANTANDER,EL GUACAMAYO,68,245,68245
SANTANDER,EL PEÑÓN,68,250,68250
SANTANDER,EL PLAYÓN,68,255,68255
SANTANDER,ENCINO,68,264,68264
SANTANDER,ENCISO,68,266,68266
SANTANDER,FLORIÁN,68,271,68271
SANTANDER,FLORIDABLANCA,68,276,68276
SANTANDER,GALÁN,68,296,68296
SANTANDER,GAMBITA,68,298,68298
SANTANDER,GIRÓN,68,307,68307
SANTANDER,GUACA,68,318,68318
SANTANDER,GUADALUPE,68,320,68320
SANTANDER,GUAPOTÁ,68,322,68322
SANTANDER,GUAVATÁ,68,324,68324
SANTANDER,GÜEPSA,68,327,68327
SANTANDER,HATO,68,344,68344
SANTANDER,JESÚS MARÍA,68,368,68368
SANTANDER,JORDÁN,68,370,68370
SANTANDER,LA BELLEZA,68,377,68377
SANTANDER,LANDÁZURI,68,385,68385
SANTANDER,LA PAZ,68,397,68397
SANTANDER,LEBRÍJA,68,406,68406
SANTANDER,LOS SANTOS,68,418,68418
SANTANDER,MACARAVITA,68,425,68425
SANTANDER,MÁLAGA,68,432,68432
SANTANDER,MATANZA,68,444,68444
SANTANDER,MOGOTES,68,464,68464
SANTANDER,MOLAGAVITA,68,468,68468
SANTANDER,OCAMONTE,68,498,68498
SANTANDER,OIBA,68,500,68500
SANTANDER,ONZAGA,68,502,68502
SANTANDER,PALMAR,68,522,68522
SANTANDER,PALMAS DEL SOCORRO,68,524,68524
SANTANDER,PÁRAMO,68,533,68533
SANTANDER,PIEDECUESTA,68,547,68547
SANTANDER,PINCHOTE,68,549,68549
SANTANDER,PUENTE NACIONAL,68,572,68572
SANTANDER,PUERTO PARRA,68,573,68573
SANTANDER,PUERTO WILCHES,68,575,68575
SANTANDER,RIONEGRO,68,615,68615
SANTANDER,SABANA DE TORRES,68,655,68655
SANTANDER,SAN ANDRÉS,68,669,68669
SANTANDER,SAN BENITO,68,673,68673
SANTANDER,SAN GIL,68,679,68679
SANTANDER,SAN JOAQUÍN,68,682,68682
SANTANDER,SAN JOSÉ DE MIRANDA,68,684,68684
SANTANDER,SAN MIGUEL,68,686,68686
SANTANDER,SAN VICENTE DE CHUCURÍ,68,689,68689
SANTANDER,SANTA BÁRBARA,68,705,68705
SANTANDER,SANTA HELENA DEL OPÓN,68,720,68720
SANTANDER,SIMACOTA,68,745,68745
SANTANDER,SOCORRO,68,755,68755
SANTANDER,SUAITA,68,770,68770
SANTANDER,SUCRE,68,773,68773
SANTANDER,SURATÁ,68,780,68780
SANTANDER,TONA,68,820,68820
SANTANDER,VALLE DE SAN JOSÉ,68,855,68855
SANTANDER,VÉLEZ,68,861,68861
SANTANDER,VETAS,68,867,68867
SANTANDER,VILLANUEVA,68,872,68872
SANTANDER,ZAPATOCA,68,895,68895
SUCRE,SINCELEJO,70,1,70001
SUCRE,BUENAVISTA,70,110,70110
SUCRE,CAIMITO,70,124,70124
SUCRE,COLOSO,70,204,70204
SUCRE,COROZAL,70,215,70215
SUCRE,COVEÑAS,70,221,70221
SUCRE,CHALÁN,70,230,70230
SUCRE,EL ROBLE,70,233,70233
SUCRE,GALERAS,70,235,70235
SUCRE,GUARANDA,70,265,70265
SUCRE,LA UNIÓN,70,400,70400
SUCRE,LOS PALMITOS,70,418,70418
SUCRE,MAJAGUAL,70,429,70429
SUCRE,MORROA,70,473,70473
SUCRE,OVEJAS,70,508,70508
SUCRE,PALMITO,70,523,70523
SUCRE,SAMPUÉS,70,670,70670
SUCRE,SAN BENITO ABAD,70,678,70678
SUCRE,SAN JUAN DE BETULIA,70,702,70702
SUCRE,SAN MARCOS,70,708,70708
SUCRE,SAN ONOFRE,70,713,70713
SUCRE,SAN PEDRO,70,717,70717
SUCRE,SINCÉ,70,742,70742
SUCRE,SUCRE,70,771,70771
SUCRE,SANTIAGO DE TOLÚ,70,820,70820
SUCRE,TOLÚ VIEJO,70,823,70823
TOLIMA,IBAGUÉ,73,1,73001
TOLIMA,ALPUJARRA,73,24,73024
TOLIMA,ALVARADO,73,26,73026
TOLIMA,AMBALEMA,73,30,73030
TOLIMA,ANZOÁTEGUI,73,43,73043
TOLIMA,ARMERO,73,55,73055
TOLIMA,ATACO,73,67,73067
TOLIMA,CAJAMARCA,73,124,73124
TOLIMA,CARMEN DE APICALÁ,73,148,73148
TOLIMA,CASABIANCA,73,152,73152
TOLIMA,CHAPARRAL,73,168,73168
TOLIMA,COELLO,73,200,73200
TOLIMA,COYAIMA,73,217,73217
TOLIMA,CUNDAY,73,226,73226
TOLIMA,DOLORES,73,236,73236
TOLIMA,ESPINAL,73,268,73268
TOLIMA,FALAN,73,270,73270
TOLIMA,FLANDES,73,275,73275
TOLIMA,FRESNO,73,283,73283
TOLIMA,GUAMO,73,319,73319
TOLIMA,HERVEO,73,347,73347
TOLIMA,HONDA,73,349,73349
TOLIMA,ICONONZO,73,352,73352
TOLIMA,LÉRIDA,73,408,73408
TOLIMA,LÍBANO,73,411,73411
TOLIMA,MARIQUITA,73,443,73443
TOLIMA,MELGAR,73,449,73449
TOLIMA,MURILLO,73,461,73461
TOLIMA,NATAGAIMA,73,483,73483
TOLIMA,ORTEGA,73,504,73504
TOLIMA,PALOCABILDO,73,520,73520
TOLIMA,PIEDRAS,73,547,73547
TOLIMA,PLANADAS,73,555,73555
TOLIMA,PRADO,73,563,73563
TOLIMA,PURIFICACIÓN,73,585,73585
TOLIMA,RIOBLANCO,73,616,73616
TOLIMA,RONCESVALLES,73,622,73622
TOLIMA,ROVIRA,73,624,73624
TOLIMA,SALDAÑA,73,671,73671
TOLIMA,SAN ANTONIO,73,675,73675
TOLIMA,SAN LUIS,73,678,73678
TOLIMA,SANTA ISABEL,73,686,73686
TOLIMA,SUÁREZ,73,770,73770
TOLIMA,VALLE DE SAN JUAN,73,854,73854
TOLIMA,VENADILLO,73,861,73861
TOLIMA,VILLAHERMOSA,73,870,73870
TOLIMA,VILLARRICA,73,873,73873
VALLE DEL CAUCA,CALI,76,1,76001
VALLE DEL CAUCA,ALCALÁ,76,20,76020
VALLE DEL CAUCA,ANDALUCÍA,76,36,76036
VALLE DEL CAUCA,ANSERMANUEVO,76,41,76041
VALLE DEL CAUCA,ARGELIA,76,54,76054
VALLE DEL CAUCA,BOLÍVAR,76,100,76100
VALLE DEL CAUCA,BUENAVENTURA,76,109,76109
VALLE DEL CAUCA,GUADALAJARA DE BUGA,76,111,76111
VALLE DEL CAUCA,BUGALAGRANDE,76,113,76113
VALLE DEL CAUCA,CAICEDONIA,76,122,76122
VALLE DEL CAUCA,CALIMA EL DARIEN,76,126,76126
VALLE DEL CAUCA,CANDELARIA,76,130,76130
VALLE DEL CAUCA,CARTAGO,76,147,76147
VALLE DEL CAUCA,DAGUA,76,233,76233
VALLE DEL CAUCA,EL ÁGUILA,76,243,76243
VALLE DEL CAUCA,EL CAIRO,76,246,76246
VALLE DEL CAUCA,EL CERRITO,76,248,76248
VALLE DEL CAUCA,EL DOVIO,76,250,76250
VALLE DEL CAUCA,FLORIDA,76,275,76275
VALLE DEL CAUCA,GINEBRA,76,306,76306
VALLE DEL CAUCA,GUACARÍ,76,318,76318
VALLE DEL CAUCA,JAMUNDÍ,76,364,76364
VALLE DEL CAUCA,LA CUMBRE,76,377,76377
VALLE DEL CAUCA,LA UNIÓN,76,400,76400
VALLE DEL CAUCA,LA VICTORIA,76,403,76403
VALLE DEL CAUCA,OBANDO,76,497,76497
VALLE DEL CAUCA,PALMIRA,76,520,76520
VALLE DEL CAUCA,PRADERA,76,563,76563
VALLE DEL CAUCA,RESTREPO,76,606,76606
VALLE DEL CAUCA,RIOFRÍO,76,616,76616
VALLE DEL CAUCA,ROLDANILLO,76,622,76622
VALLE DEL CAUCA,SAN PEDRO,76,670,76670
VALLE DEL CAUCA,SEVILLA,76,736,76736
VALLE DEL CAUCA,TORO,76,823,76823
VALLE DEL CAUCA,TRUJILLO,76,828,76828
VALLE DEL CAUCA,TULUÁ,76,834,76834
VALLE DEL CAUCA,ULLOA,76,845,76845
VALLE DEL CAUCA,VERSALLES,76,863,76863
VALLE DEL CAUCA,VIJES,76,869,76869
VALLE DEL CAUCA,YOTOCO,76,890,76890
VALLE DEL CAUCA,YUMBO,76,892,76892
VALLE DEL CAUCA,ZARZAL,76,895,76895
ARAUCA,ARAUCA,81,1,81001
ARAUCA,ARAUQUITA,81,65,81065
ARAUCA,CRAVO NORTE,81,220,81220
ARAUCA,FORTUL,81,300,81300
ARAUCA,PUERTO RONDÓN,81,591,81591
ARAUCA,SARAVENA,81,736,81736
ARAUCA,TAME,81,794,81794
CASANARE,YOPAL,85,1,85001
CASANARE,AGUAZUL,85,10,85010
CASANARE,CHAMEZA,85,15,85015
CASANARE,HATO COROZAL,85,125,85125
CASANARE,LA SALINA,85,136,85136
CASANARE,MANÍ,85,139,85139
CASANARE,MONTERREY,85,162,85162
CASANARE,NUNCHÍA,85,225,85225
CASANARE,OROCUÉ,85,230,85230
CASANARE,PAZ DE ARIPORO,85,250,85250
CASANARE,PORE,85,263,85263
CASANARE,RECETOR,85,279,85279
CASANARE,SABANALARGA,85,300,85300
CASANARE,SÁCAMA,85,315,85315
CASANARE,SAN LUIS DE PALENQUE,85,325,85325
CASANARE,TÁMARA,85,400,85400
CASANARE,TAURAMENA,85,410,85410
CASANARE,TRINIDAD,85,430,85430
CASANARE,VILLANUEVA,85,440,85440
PUTUMAYO,MOCOA,86,1,86001
PUTUMAYO,COLÓN,86,219,86219
PUTUMAYO,ORITO,86,320,86320
PUTUMAYO,PUERTO ASÍS,86,568,86568
PUTUMAYO,PUERTO CAICEDO,86,569,86569
PUTUMAYO,PUERTO GUZMÁN,86,571,86571
PUTUMAYO,LEGUÍZAMO,86,573,86573
PUTUMAYO,SIBUNDOY,86,749,86749
PUTUMAYO,SAN FRANCISCO,86,755,86755
PUTUMAYO,SAN MIGUEL,86,757,86757
PUTUMAYO,SANTIAGO,86,760,86760
PUTUMAYO,VALLE DEL GUAMUEZ,86,865,86865
PUTUMAYO,VILLAGARZÓN,86,885,86885
ARCHIPIELAGO DE SAN ANDRES. PROVIDENCIA Y SANTA CATALINA,SAN ANDRÉS,88,1,88001
ARCHIPIELAGO DE SAN ANDRES. PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,88,564,88564
AMAZONAS,LETICIA,91,1,91001
AMAZONAS,EL ENCANTO,91,263,91263
AMAZONAS,LA CHORRERA,91,405,91405
AMAZONAS,LA PEDRERA,91,407,91407
AMAZONAS,LA VICTORIA,91,430,91430
AMAZONAS,MIRITI - PARANÁ,91,460,91460
AMAZONAS,PUERTO ALEGRÍA,91,530,91530
AMAZONAS,PUERTO ARICA,91,536,91536
AMAZONAS,PUERTO NARIÑO,91,540,91540
AMAZONAS,PUERTO SANTANDER,91,669,91669
AMAZONAS,TARAPACÁ,91,798,91798
GUAINIA,INÍRIDA,94,1,94001
GUAINIA,BARRANCO MINAS,94,343,94343
GUAINIA,MAPIRIPANA,94,663,94663
GUAINIA,SAN FELIPE,94,883,94883
GUAINIA,PUERTO COLOMBIA,94,884,94884
GUAINIA,LA GUADALUPE,94,885,94885
GUAINIA,CACAHUAL,94,886,94886
GUAINIA,PANA PANA,94,887,94887
GUAINIA,MORICHAL,94,888,94888
GUAVIARE,SAN JOSÉ DEL GUAVIARE,95,1,95001
GUAVIARE,CALAMAR,95,15,95015
GUAVIARE,EL RETORNO,95,25,95025
GUAVIARE,MIRAFLORES,95,200,95200
VAUPES,MITÚ,97,1,97001
VAUPES,CARURU,97,161,97161
VAUPES,PACOA,97,511,97511
VAUPES,TARAIRA,97,666,97666
VAUPES,PAPUNAUA,97,777,97777
VAUPES,YAVARATÉ,97,889,97889
VICHADA,PUERTO CARREÑO,99,1,99001
VICHADA,LA PRIMAVERA,99,524,99524
VICHADA,SANTA ROSALÍA,99,624,99624
VICHADA,CUMARIBO,99,773,99773
